section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-12,Confirmed COVID-19,976
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-13,Confirmed COVID-19,964
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-14,Confirmed COVID-19,982
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-15,Confirmed COVID-19,983
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-16,Confirmed COVID-19,1007
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-17,Confirmed COVID-19,1004
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-18,Confirmed COVID-19,1021
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-19,Confirmed COVID-19,1042
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-20,Confirmed COVID-19,1094
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-21,Confirmed COVID-19,1130
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-22,Confirmed COVID-19,1093
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-23,Confirmed COVID-19,1095
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-24,Confirmed COVID-19,1108
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-25,Confirmed COVID-19,1170
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-26,Confirmed COVID-19,1187
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-27,Confirmed COVID-19,1191
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-28,Confirmed COVID-19,1167
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-29,Confirmed COVID-19,1184
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-30,Confirmed COVID-19,1188
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-31,Confirmed COVID-19,1197
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-01,Confirmed COVID-19,1236
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-02,Confirmed COVID-19,1254
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-03,Confirmed COVID-19,1280
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-04,Confirmed COVID-19,1267
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-05,Confirmed COVID-19,1296
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-06,Confirmed COVID-19,1303
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-07,Confirmed COVID-19,1296
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-08,Confirmed COVID-19,1394
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-09,Confirmed COVID-19,1426
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-10,Confirmed COVID-19,1431
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-11,Confirmed COVID-19,1466
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-12,Confirmed COVID-19,1476
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-13,Confirmed COVID-19,1460
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-14,Confirmed COVID-19,1460
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-15,Confirmed COVID-19,1431
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-16,Confirmed COVID-19,1470
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-17,Confirmed COVID-19,1526
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-18,Confirmed COVID-19,1535
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-19,Confirmed COVID-19,1518
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-20,Confirmed COVID-19,1514
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-21,Confirmed COVID-19,1519
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-22,Confirmed COVID-19,1565
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-23,Confirmed COVID-19,1576
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-24,Confirmed COVID-19,1556
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-25,Confirmed COVID-19,1527
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-26,Confirmed COVID-19,1504
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-27,Confirmed COVID-19,1500
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-28,Confirmed COVID-19,1507
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-29,Confirmed COVID-19,1473
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-11-30,Confirmed COVID-19,1466
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-01,Confirmed COVID-19,1432
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-02,Confirmed COVID-19,1400
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-03,Confirmed COVID-19,1368
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-04,Confirmed COVID-19,1362
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-05,Confirmed COVID-19,1381
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-06,Confirmed COVID-19,1379
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-07,Confirmed COVID-19,1419
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-08,Confirmed COVID-19,1383
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-09,Confirmed COVID-19,1356
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-10,Confirmed COVID-19,1329
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-11,Confirmed COVID-19,1317
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-12,Confirmed COVID-19,1312
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-13,Confirmed COVID-19,1294
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-14,Confirmed COVID-19,1270
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-15,Confirmed COVID-19,1227
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-16,Confirmed COVID-19,1212
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-17,Confirmed COVID-19,1172
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-18,Confirmed COVID-19,1161
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-19,Confirmed COVID-19,1136
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-20,Confirmed COVID-19,1086
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-21,Confirmed COVID-19,1030
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-22,Confirmed COVID-19,1026
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-23,Confirmed COVID-19,1020
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-24,Confirmed COVID-19,1006
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-25,Confirmed COVID-19,992
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-26,Confirmed COVID-19,997
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-27,Confirmed COVID-19,1018
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-28,Confirmed COVID-19,1057
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-29,Confirmed COVID-19,1088
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-30,Confirmed COVID-19,1103
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-12-31,Confirmed COVID-19,1125
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-01,Confirmed COVID-19,1136
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-02,Confirmed COVID-19,1116
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-03,Confirmed COVID-19,1167
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-04,Confirmed COVID-19,1292
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-05,Confirmed COVID-19,1308
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-06,Confirmed COVID-19,1355
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-07,Confirmed COVID-19,1374
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-08,Confirmed COVID-19,1416
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-09,Confirmed COVID-19,1416
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-10,Confirmed COVID-19,1402
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-11,Confirmed COVID-19,1488
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-12,Confirmed COVID-19,1577
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-13,Confirmed COVID-19,1623
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-14,Confirmed COVID-19,1663
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-15,Confirmed COVID-19,1657
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-16,Confirmed COVID-19,1676
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-17,Confirmed COVID-19,1655
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-18,Confirmed COVID-19,1676
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-19,Confirmed COVID-19,1674
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-20,Confirmed COVID-19,1641
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-21,Confirmed COVID-19,1629
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-22,Confirmed COVID-19,1583
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-23,Confirmed COVID-19,1595
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-24,Confirmed COVID-19,1581
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-25,Confirmed COVID-19,1547
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-26,Confirmed COVID-19,1526
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-27,Confirmed COVID-19,1444
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-28,Confirmed COVID-19,1363
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-29,Confirmed COVID-19,1350
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-30,Confirmed COVID-19,1337
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-01-31,Confirmed COVID-19,1300
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-01,Confirmed COVID-19,1227
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-02,Confirmed COVID-19,1195
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-03,Confirmed COVID-19,1162
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-04,Confirmed COVID-19,1070
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-05,Confirmed COVID-19,1044
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-06,Confirmed COVID-19,1037
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-07,Confirmed COVID-19,979
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-08,Confirmed COVID-19,945
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-09,Confirmed COVID-19,861
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-10,Confirmed COVID-19,805
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-11,Confirmed COVID-19,773
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-12,Confirmed COVID-19,736
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-13,Confirmed COVID-19,743
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-14,Confirmed COVID-19,705
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-15,Confirmed COVID-19,645
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-16,Confirmed COVID-19,641
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-17,Confirmed COVID-19,563
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-18,Confirmed COVID-19,536
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-19,Confirmed COVID-19,514
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-20,Confirmed COVID-19,515
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-21,Confirmed COVID-19,471
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-22,Confirmed COVID-19,446
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-23,Confirmed COVID-19,415
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-24,Confirmed COVID-19,372
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-25,Confirmed COVID-19,369
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-26,Confirmed COVID-19,374
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-27,Confirmed COVID-19,369
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-02-28,Confirmed COVID-19,348
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-01,Confirmed COVID-19,321
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-02,Confirmed COVID-19,362
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-03,Confirmed COVID-19,283
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-04,Confirmed COVID-19,273
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-05,Confirmed COVID-19,268
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-06,Confirmed COVID-19,273
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-07,Confirmed COVID-19,265
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-08,Confirmed COVID-19,246
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-09,Confirmed COVID-19,240
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-10,Confirmed COVID-19,234
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-11,Confirmed COVID-19,211
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-12,Confirmed COVID-19,206
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-13,Confirmed COVID-19,191
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-14,Confirmed COVID-19,179
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2022-03-15,Confirmed COVID-19,151
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-22,COVID-19 Persons Under Investigation,43
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-23,COVID-19 Persons Under Investigation,81
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-24,COVID-19 Persons Under Investigation,176
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-25,COVID-19 Persons Under Investigation,268
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-26,COVID-19 Persons Under Investigation,379
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-27,COVID-19 Persons Under Investigation,456
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-28,COVID-19 Persons Under Investigation,540
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-29,COVID-19 Persons Under Investigation,533
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-30,COVID-19 Persons Under Investigation,530
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-03-31,COVID-19 Persons Under Investigation,577
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-01,COVID-19 Persons Under Investigation,622
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-02,COVID-19 Persons Under Investigation,560
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-03,COVID-19 Persons Under Investigation,467
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-04,COVID-19 Persons Under Investigation,434
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-05,COVID-19 Persons Under Investigation,489
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-06,COVID-19 Persons Under Investigation,442
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-07,COVID-19 Persons Under Investigation,470
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-08,COVID-19 Persons Under Investigation,433
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-09,COVID-19 Persons Under Investigation,429
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-10,COVID-19 Persons Under Investigation,398
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-11,COVID-19 Persons Under Investigation,345
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-12,COVID-19 Persons Under Investigation,361
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-13,COVID-19 Persons Under Investigation,376
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-14,COVID-19 Persons Under Investigation,331
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-15,COVID-19 Persons Under Investigation,307
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-16,COVID-19 Persons Under Investigation,336
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-17,COVID-19 Persons Under Investigation,359
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-18,COVID-19 Persons Under Investigation,267
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-19,COVID-19 Persons Under Investigation,222
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-20,COVID-19 Persons Under Investigation,223
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-21,COVID-19 Persons Under Investigation,238
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-22,COVID-19 Persons Under Investigation,218
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-23,COVID-19 Persons Under Investigation,211
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-24,COVID-19 Persons Under Investigation,218
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-25,COVID-19 Persons Under Investigation,212
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-26,COVID-19 Persons Under Investigation,195
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-27,COVID-19 Persons Under Investigation,176
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-28,COVID-19 Persons Under Investigation,210
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-29,COVID-19 Persons Under Investigation,182
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-04-30,COVID-19 Persons Under Investigation,210
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-01,COVID-19 Persons Under Investigation,222
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-02,COVID-19 Persons Under Investigation,194
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-03,COVID-19 Persons Under Investigation,161
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-04,COVID-19 Persons Under Investigation,145
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-05,COVID-19 Persons Under Investigation,142
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-06,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-07,COVID-19 Persons Under Investigation,170
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-08,COVID-19 Persons Under Investigation,211
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-09,COVID-19 Persons Under Investigation,204
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-10,COVID-19 Persons Under Investigation,184
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-11,COVID-19 Persons Under Investigation,189
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-12,COVID-19 Persons Under Investigation,175
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-13,COVID-19 Persons Under Investigation,166
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-14,COVID-19 Persons Under Investigation,171
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-15,COVID-19 Persons Under Investigation,189
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-16,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-17,COVID-19 Persons Under Investigation,164
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-18,COVID-19 Persons Under Investigation,156
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-19,COVID-19 Persons Under Investigation,163
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-20,COVID-19 Persons Under Investigation,175
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-21,COVID-19 Persons Under Investigation,168
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-22,COVID-19 Persons Under Investigation,176
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-23,COVID-19 Persons Under Investigation,145
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-24,COVID-19 Persons Under Investigation,129
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-25,COVID-19 Persons Under Investigation,163
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-26,COVID-19 Persons Under Investigation,140
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-27,COVID-19 Persons Under Investigation,122
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-28,COVID-19 Persons Under Investigation,129
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-29,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-30,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-05-31,COVID-19 Persons Under Investigation,117
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-01,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-02,COVID-19 Persons Under Investigation,127
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-03,COVID-19 Persons Under Investigation,128
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-04,COVID-19 Persons Under Investigation,126
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-05,COVID-19 Persons Under Investigation,105
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-06,COVID-19 Persons Under Investigation,93
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-07,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-08,COVID-19 Persons Under Investigation,94
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-09,COVID-19 Persons Under Investigation,125
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-10,COVID-19 Persons Under Investigation,124
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-11,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-12,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-13,COVID-19 Persons Under Investigation,109
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-14,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-15,COVID-19 Persons Under Investigation,116
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-16,COVID-19 Persons Under Investigation,143
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-17,COVID-19 Persons Under Investigation,126
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-18,COVID-19 Persons Under Investigation,119
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-19,COVID-19 Persons Under Investigation,100
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-20,COVID-19 Persons Under Investigation,99
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-21,COVID-19 Persons Under Investigation,95
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-22,COVID-19 Persons Under Investigation,107
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-23,COVID-19 Persons Under Investigation,108
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-24,COVID-19 Persons Under Investigation,104
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-25,COVID-19 Persons Under Investigation,112
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-26,COVID-19 Persons Under Investigation,102
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-27,COVID-19 Persons Under Investigation,100
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-28,COVID-19 Persons Under Investigation,100
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-29,COVID-19 Persons Under Investigation,102
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-06-30,COVID-19 Persons Under Investigation,132
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-01,COVID-19 Persons Under Investigation,93
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-02,COVID-19 Persons Under Investigation,115
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-03,COVID-19 Persons Under Investigation,123
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-04,COVID-19 Persons Under Investigation,115
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-05,COVID-19 Persons Under Investigation,112
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-06,COVID-19 Persons Under Investigation,121
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-07,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-08,COVID-19 Persons Under Investigation,151
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-09,COVID-19 Persons Under Investigation,116
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-10,COVID-19 Persons Under Investigation,117
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-11,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-12,COVID-19 Persons Under Investigation,104
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-13,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-14,COVID-19 Persons Under Investigation,126
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-07-15,COVID-19 Persons Under Investigation,121
