section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-12,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-12,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-13,Confirmed COVID-19,290
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-13,COVID-19 Persons Under Investigation,95
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-13,Total COVID-19 Patients,385
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-13,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-13,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-14,Confirmed COVID-19,317
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-14,COVID-19 Persons Under Investigation,88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-14,Total COVID-19 Patients,405
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-14,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-14,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-15,Confirmed COVID-19,329
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-15,COVID-19 Persons Under Investigation,91
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-15,Total COVID-19 Patients,420
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-15,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-15,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-16,Confirmed COVID-19,352
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-16,COVID-19 Persons Under Investigation,82
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-16,Total COVID-19 Patients,434
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-16,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-16,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-17,Confirmed COVID-19,337
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-17,COVID-19 Persons Under Investigation,91
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-17,Total COVID-19 Patients,428
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-17,Percent Confirmed COVID-19,0.79
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-17,Percent COVID-19 Persons Under Investigation,0.21
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-18,Confirmed COVID-19,348
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-18,COVID-19 Persons Under Investigation,97
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-18,Total COVID-19 Patients,445
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-18,Percent Confirmed COVID-19,0.78
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-18,Percent COVID-19 Persons Under Investigation,0.22
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-19,Confirmed COVID-19,381
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-19,COVID-19 Persons Under Investigation,84
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-19,Total COVID-19 Patients,465
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-19,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-19,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-20,Confirmed COVID-19,417
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-20,COVID-19 Persons Under Investigation,99
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-20,Total COVID-19 Patients,516
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-20,Percent Confirmed COVID-19,0.81
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-20,Percent COVID-19 Persons Under Investigation,0.19
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-21,Confirmed COVID-19,435
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-21,COVID-19 Persons Under Investigation,97
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-21,Total COVID-19 Patients,532
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-21,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-21,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-22,Confirmed COVID-19,446
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-22,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-22,Total COVID-19 Patients,547
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-22,Percent Confirmed COVID-19,0.82
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-22,Percent COVID-19 Persons Under Investigation,0.18
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-23,Confirmed COVID-19,458
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-23,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-23,Total COVID-19 Patients,550
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-23,Percent Confirmed COVID-19,0.83
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-23,Percent COVID-19 Persons Under Investigation,0.17
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-24,Confirmed COVID-19,507
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-24,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-24,Total COVID-19 Patients,599
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-24,Percent Confirmed COVID-19,0.85
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-24,Percent COVID-19 Persons Under Investigation,0.15
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-25,Confirmed COVID-19,515
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-25,COVID-19 Persons Under Investigation,71
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-25,Total COVID-19 Patients,586
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-25,Percent Confirmed COVID-19,0.88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-25,Percent COVID-19 Persons Under Investigation,0.12
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-26,Confirmed COVID-19,513
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-26,COVID-19 Persons Under Investigation,78
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-26,Total COVID-19 Patients,591
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-26,Percent Confirmed COVID-19,0.87
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-26,Percent COVID-19 Persons Under Investigation,0.13
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-27,Confirmed COVID-19,538
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-27,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-27,Total COVID-19 Patients,648
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-27,Percent Confirmed COVID-19,0.83
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-27,Percent COVID-19 Persons Under Investigation,0.17
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-28,Confirmed COVID-19,596
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-28,COVID-19 Persons Under Investigation,125
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-28,Total COVID-19 Patients,721
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-28,Percent Confirmed COVID-19,0.83
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-28,Percent COVID-19 Persons Under Investigation,0.17
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-29,Confirmed COVID-19,622
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-29,COVID-19 Persons Under Investigation,120
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-29,Total COVID-19 Patients,742
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-29,Percent Confirmed COVID-19,0.84
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-29,Percent COVID-19 Persons Under Investigation,0.16
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-30,Confirmed COVID-19,663
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-30,COVID-19 Persons Under Investigation,118
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-30,Total COVID-19 Patients,781
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-30,Percent Confirmed COVID-19,0.85
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-30,Percent COVID-19 Persons Under Investigation,0.15
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-31,Confirmed COVID-19,687
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-31,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-31,Total COVID-19 Patients,788
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-31,Percent Confirmed COVID-19,0.87
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-10-31,Percent COVID-19 Persons Under Investigation,0.13
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-01,Confirmed COVID-19,686
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-01,COVID-19 Persons Under Investigation,102
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-01,Total COVID-19 Patients,788
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-01,Percent Confirmed COVID-19,0.87
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-01,Percent COVID-19 Persons Under Investigation,0.13
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-02,Confirmed COVID-19,755
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-02,COVID-19 Persons Under Investigation,103
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-02,Total COVID-19 Patients,858
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-02,Percent Confirmed COVID-19,0.88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-02,Percent COVID-19 Persons Under Investigation,0.12
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-03,Confirmed COVID-19,814
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-03,COVID-19 Persons Under Investigation,111
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-03,Total COVID-19 Patients,925
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-03,Percent Confirmed COVID-19,0.88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-03,Percent COVID-19 Persons Under Investigation,0.12
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-04,Confirmed COVID-19,847
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-04,COVID-19 Persons Under Investigation,123
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-04,Total COVID-19 Patients,970
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-04,Percent Confirmed COVID-19,0.87
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-04,Percent COVID-19 Persons Under Investigation,0.13
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-05,Confirmed COVID-19,894
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-05,COVID-19 Persons Under Investigation,122
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-05,Total COVID-19 Patients,1016
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-05,Percent Confirmed COVID-19,0.88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-05,Percent COVID-19 Persons Under Investigation,0.12
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-06,Confirmed COVID-19,936
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-06,COVID-19 Persons Under Investigation,105
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-06,Total COVID-19 Patients,1041
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-06,Percent Confirmed COVID-19,0.9
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-06,Percent COVID-19 Persons Under Investigation,0.1
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-07,Confirmed COVID-19,985
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-07,COVID-19 Persons Under Investigation,107
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-07,Total COVID-19 Patients,1092
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-07,Percent Confirmed COVID-19,0.9
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-07,Percent COVID-19 Persons Under Investigation,0.1
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-08,Confirmed COVID-19,1023
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-08,COVID-19 Persons Under Investigation,111
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-08,Total COVID-19 Patients,1134
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-08,Percent Confirmed COVID-19,0.9
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-08,Percent COVID-19 Persons Under Investigation,0.1
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-09,Confirmed COVID-19,1060
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-09,COVID-19 Persons Under Investigation,114
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-09,Total COVID-19 Patients,1174
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-09,Percent Confirmed COVID-19,0.9
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-09,Percent COVID-19 Persons Under Investigation,0.1
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-10,Confirmed COVID-19,1116
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-10,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-10,Total COVID-19 Patients,1270
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-10,Percent Confirmed COVID-19,0.88
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-10,Percent COVID-19 Persons Under Investigation,0.12
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-11,Confirmed COVID-19,1169
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-11,COVID-19 Persons Under Investigation,135
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-11,Total COVID-19 Patients,1304
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-11,Percent Confirmed COVID-19,0.9
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-11-11,Percent COVID-19 Persons Under Investigation,0.1
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-12,Patients Admitted to the Hospital,165
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-13,Patients Admitted to the Hospital,205
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-14,Patients Admitted to the Hospital,282
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-15,Patients Admitted to the Hospital,241
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-16,Patients Admitted to the Hospital,255
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-17,Patients Admitted to the Hospital,238
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-18,Patients Admitted to the Hospital,241
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-18,7-Day Average of Patients Admitted to the Hospital,232
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-19,Patients Admitted to the Hospital,279
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-19,7-Day Average of Patients Admitted to the Hospital,249
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-20,Patients Admitted to the Hospital,124
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-20,7-Day Average of Patients Admitted to the Hospital,237
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-21,Patients Admitted to the Hospital,123
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-21,7-Day Average of Patients Admitted to the Hospital,214
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-22,Patients Admitted to the Hospital,119
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-22,7-Day Average of Patients Admitted to the Hospital,197
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-23,Patients Admitted to the Hospital,114
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-23,7-Day Average of Patients Admitted to the Hospital,177
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-24,Patients Admitted to the Hospital,99
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-24,7-Day Average of Patients Admitted to the Hospital,157
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-25,Patients Admitted to the Hospital,57
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-25,7-Day Average of Patients Admitted to the Hospital,131
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-26,Patients Admitted to the Hospital,73
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-26,7-Day Average of Patients Admitted to the Hospital,101
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-27,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-27,7-Day Average of Patients Admitted to the Hospital,89
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-28,Patients Admitted to the Hospital,113
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-28,7-Day Average of Patients Admitted to the Hospital,87
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-29,Patients Admitted to the Hospital,106
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-29,7-Day Average of Patients Admitted to the Hospital,86
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-30,Patients Admitted to the Hospital,60
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-04-30,7-Day Average of Patients Admitted to the Hospital,78
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-01,Patients Admitted to the Hospital,85
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-01,7-Day Average of Patients Admitted to the Hospital,76
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-02,Patients Admitted to the Hospital,92
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-02,7-Day Average of Patients Admitted to the Hospital,81
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-03,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-03,7-Day Average of Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-04,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-04,7-Day Average of Patients Admitted to the Hospital,80
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-05,Patients Admitted to the Hospital,74
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-05,7-Day Average of Patients Admitted to the Hospital,74
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-06,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-06,7-Day Average of Patients Admitted to the Hospital,68
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-07,Patients Admitted to the Hospital,75
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-07,7-Day Average of Patients Admitted to the Hospital,70
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-08,Patients Admitted to the Hospital,37
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-08,7-Day Average of Patients Admitted to the Hospital,64
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-09,Patients Admitted to the Hospital,65
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-09,7-Day Average of Patients Admitted to the Hospital,60
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-10,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-10,7-Day Average of Patients Admitted to the Hospital,57
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-11,Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-11,7-Day Average of Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-12,Patients Admitted to the Hospital,64
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-12,7-Day Average of Patients Admitted to the Hospital,58
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-13,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-13,7-Day Average of Patients Admitted to the Hospital,52
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-14,Patients Admitted to the Hospital,58
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-14,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-15,Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-15,7-Day Average of Patients Admitted to the Hospital,53
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-16,Patients Admitted to the Hospital,68
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-16,7-Day Average of Patients Admitted to the Hospital,53
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-17,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-17,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-18,Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-18,7-Day Average of Patients Admitted to the Hospital,46
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-19,Patients Admitted to the Hospital,59
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-19,7-Day Average of Patients Admitted to the Hospital,45
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-20,Patients Admitted to the Hospital,62
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-20,7-Day Average of Patients Admitted to the Hospital,50
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-21,Patients Admitted to the Hospital,48
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-21,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-22,Patients Admitted to the Hospital,56
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-22,7-Day Average of Patients Admitted to the Hospital,49
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-23,Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-23,7-Day Average of Patients Admitted to the Hospital,43
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-24,Patients Admitted to the Hospital,25
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-24,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-25,Patients Admitted to the Hospital,23
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-25,7-Day Average of Patients Admitted to the Hospital,44
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-26,Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-26,7-Day Average of Patients Admitted to the Hospital,38
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-27,Patients Admitted to the Hospital,46
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-27,7-Day Average of Patients Admitted to the Hospital,36
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-28,Patients Admitted to the Hospital,22
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-28,7-Day Average of Patients Admitted to the Hospital,32
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-29,Patients Admitted to the Hospital,51
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-29,7-Day Average of Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-30,Patients Admitted to the Hospital,20
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-30,7-Day Average of Patients Admitted to the Hospital,29
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-31,Patients Admitted to the Hospital,16
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-05-31,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-01,Patients Admitted to the Hospital,12
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-01,7-Day Average of Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-02,Patients Admitted to the Hospital,27
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-02,7-Day Average of Patients Admitted to the Hospital,28
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-03,Patients Admitted to the Hospital,31
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-03,7-Day Average of Patients Admitted to the Hospital,26
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-04,Patients Admitted to the Hospital,9
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-04,7-Day Average of Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-05,Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-05,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-06,Patients Admitted to the Hospital,21
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-06,7-Day Average of Patients Admitted to the Hospital,19
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-07,Patients Admitted to the Hospital,24
Hospital Data,Hospital Level,Admissions (Daily),Colorado,2020-06-07,7-Day Average of Patients Admitted to the Hospital,20
